Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude
ZPZ,Primary industries,Carbon dioxide,2018.09,994,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2018.12,936,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2019.03,1030,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2019.06,1044,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2019.09,1028,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2019.12,1028,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2020.03,1004,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2020.06,879,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2020.09,976,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2020.12,971,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2021.03,937,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2021.06,947,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2021.09,908,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2021.12,924,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2022.03,927,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2022.06,937,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2022.09,928,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2022.12,919,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2023.03,913,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2023.06,935,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2023.09,905,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2023.12,942,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2024.03,972,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2024.06,936,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2024.09,958,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2024.12,953,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2010.03,11464,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2010.06,11615,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2010.09,11615,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2010.12,11520,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2011.03,11602,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2011.06,11693,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2011.09,11729,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2011.12,11652,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2012.03,11837,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2012.06,11862,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2012.09,11865,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2012.12,11856,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2013.03,11759,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2013.06,11765,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2013.09,11790,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2013.12,11856,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2014.03,12003,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2014.06,11899,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2014.09,11907,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2014.12,11897,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2015.03,11753,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2015.06,11832,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2015.09,11834,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2015.12,11795,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2016.03,11642,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2016.06,11599,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2016.09,11612,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2016.12,11586,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2017.03,11492,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2017.06,11512,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2017.09,11669,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2017.12,11697,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2018.03,11584,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2018.06,11621,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2018.09,11828,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2018.12,11728,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2019.03,11981,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2019.06,11931,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2019.09,11544,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2019.12,11630,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2020.03,11874,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2020.06,11774,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2020.09,11574,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2020.12,11563,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2021.03,11509,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2021.06,11703,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2021.09,11695,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2021.12,11286,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2022.03,11372,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2022.06,11274,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2022.09,11368,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2022.12,11467,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2023.03,11043,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2023.06,10995,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2023.09,10989,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2023.12,11037,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2024.03,10925,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2024.06,10841,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2024.09,10843,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2024.12,10799,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2010.03,0,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2010.06,0,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2010.09,0,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2010.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2011.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2011.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2011.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2011.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2012.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2012.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2012.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2012.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2013.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2013.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2013.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2013.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2014.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2014.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2014.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2014.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2015.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2015.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2015.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2015.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2016.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2016.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2016.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2016.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2017.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2017.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2017.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2017.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2018.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2018.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2018.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2018.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2019.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2019.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2019.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2019.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2020.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2020.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2020.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2020.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2021.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2021.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2021.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2021.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2022.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2022.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2022.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2022.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2023.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2023.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2023.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2023.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2024.03,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2024.06,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2024.09,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2024.12,1,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2010.03,1568,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2010.06,1571,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2010.09,1577,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2010.12,1586,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2011.03,1592,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2011.06,1601,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2011.09,1606,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2011.12,1608,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2012.03,1629,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2012.06,1628,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2012.09,1629,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2012.12,1629,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2013.03,1621,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2013.06,1624,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2013.09,1635,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2013.12,1650,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2014.03,1681,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2014.06,1696,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2014.09,1703,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2014.12,1701,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2015.03,1681,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2015.06,1678,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2015.09,1678,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2015.12,1680,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2016.03,1676,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2016.06,1681,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2016.09,1683,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2016.12,1685,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2017.03,1689,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2017.06,1691,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2017.09,1691,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2017.12,1699,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2018.03,1717,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2018.06,1720,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2018.09,1713,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2018.12,1719,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2019.03,1723,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2019.06,1720,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2019.09,1707,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2019.12,1732,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2020.03,1755,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2020.06,1752,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2020.09,1728,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2020.12,1758,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2021.03,1721,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2021.06,1699,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2021.09,1710,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2021.12,1675,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2022.03,1636,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2022.06,1624,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2022.09,1614,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2022.12,1585,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2023.03,1552,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2023.06,1548,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2023.09,1538,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2023.12,1520,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2024.03,1508,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2024.06,1500,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2024.09,1490,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2024.12,1476,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2010.03,724,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2010.06,734,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2010.09,726,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2010.12,735,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2011.03,713,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2011.06,696,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2011.09,680,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2011.12,686,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2012.03,709,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2012.06,705,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2012.09,702,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2012.12,692,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2013.03,679,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2013.06,697,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2013.09,698,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2013.12,697,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2014.03,712,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2014.06,706,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2014.09,708,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
